entrez_gene_id	status	symbol	type_of_gene	description
8775	imputed	NAPA	protein-coding	N-ethylmaleimide-sensitive factor attachment protein, alpha
8776	imputed	MTMR1	protein-coding	myotubularin related protein 1
8777	imputed	MPDZ	protein-coding	multiple PDZ domain protein
8780	imputed	RIOK3	protein-coding	RIO kinase 3
8794	imputed	TNFRSF10C	protein-coding	tumor necrosis factor receptor superfamily, member 10c, decoy without an intracellular domain
8795	imputed	TNFRSF10B	protein-coding	tumor necrosis factor receptor superfamily, member 10b
8796	imputed	SCEL	protein-coding	sciellin
8799	imputed	PEX11B	protein-coding	peroxisomal biogenesis factor 11 beta
8800	measured	PEX11A	protein-coding	peroxisomal biogenesis factor 11 alpha
8801	imputed	SUCLG2	protein-coding	succinate-CoA ligase, GDP-forming, beta subunit
8802	imputed	SUCLG1	protein-coding	succinate-CoA ligase, alpha subunit
8803	imputed	SUCLA2	protein-coding	succinate-CoA ligase, ADP-forming, beta subunit
8804	measured	CREG1	protein-coding	cellular repressor of E1A-stimulated genes 1
8805	imputed	TRIM24	protein-coding	tripartite motif containing 24
8813	imputed	DPM1	protein-coding	dolichyl-phosphate mannosyltransferase polypeptide 1, catalytic subunit
8815	imputed	BANF1	protein-coding	barrier to autointegration factor 1
8818	imputed	DPM2	protein-coding	dolichyl-phosphate mannosyltransferase polypeptide 2, regulatory subunit
8819	imputed	SAP30	protein-coding	Sin3A-associated protein, 30kDa
8821	measured	INPP4B	protein-coding	inositol polyphosphate-4-phosphatase, type II, 105kDa
8826	measured	IQGAP1	protein-coding	IQ motif containing GTPase activating protein 1
8829	imputed	NRP1	protein-coding	neuropilin 1
883	imputed	CCBL1	protein-coding	cysteine conjugate-beta lyase, cytoplasmic
8833	imputed	GMPS	protein-coding	guanine monphosphate synthase
8834	imputed	TMEM11	protein-coding	transmembrane protein 11
8835	measured	SOCS2	protein-coding	suppressor of cytokine signaling 2
8836	imputed	GGH	protein-coding	gamma-glutamyl hydrolase (conjugase, folylpolygammaglutamyl hydrolase)
8837	measured	CFLAR	protein-coding	CASP8 and FADD-like apoptosis regulator
8841	imputed	HDAC3	protein-coding	histone deacetylase 3
8842	imputed	PROM1	protein-coding	prominin 1
8846	imputed	ALKBH1	protein-coding	alkB, alkylation repair homolog 1 (E. coli)
8848	imputed	TSC22D1	protein-coding	TSC22 domain family, member 1
8850	imputed	KAT2B	protein-coding	K(lysine) acetyltransferase 2B
8851	measured	CDK5R1	protein-coding	cyclin-dependent kinase 5, regulatory subunit 1 (p35)
8853	imputed	ASAP2	protein-coding	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2
8854	imputed	ALDH1A2	protein-coding	aldehyde dehydrogenase 1 family, member A2
8857	imputed	FCGBP	protein-coding	Fc fragment of IgG binding protein
8859	imputed	STK19	protein-coding	serine/threonine kinase 19
8861	imputed	LDB1	protein-coding	LIM domain binding 1
8863	imputed	PER3	protein-coding	period circadian clock 3
8864	imputed	PER2	protein-coding	period circadian clock 2
8867	imputed	SYNJ1	protein-coding	synaptojanin 1
8869	measured	ST3GAL5	protein-coding	ST3 beta-galactoside alpha-2,3-sialyltransferase 5
8870	measured	IER3	protein-coding	immediate early response 3
8871	imputed	SYNJ2	protein-coding	synaptojanin 2
8872	imputed	CDC123	protein-coding	cell division cycle 123
8874	imputed	ARHGEF7	protein-coding	Rho guanine nucleotide exchange factor (GEF) 7
8877	imputed	SPHK1	protein-coding	sphingosine kinase 1
8878	measured	SQSTM1	protein-coding	sequestosome 1
8879	imputed	SGPL1	protein-coding	sphingosine-1-phosphate lyase 1
8880	imputed	FUBP1	protein-coding	far upstream element (FUSE) binding protein 1
8881	imputed	CDC16	protein-coding	cell division cycle 16
8882	imputed	ZPR1	protein-coding	ZPR1 zinc finger
8883	imputed	NAE1	protein-coding	NEDD8 activating enzyme E1 subunit 1
8884	measured	SLC5A6	protein-coding	solute carrier family 5 (sodium/multivitamin and iodide cotransporter), member 6
8886	imputed	DDX18	protein-coding	DEAD (Asp-Glu-Ala-Asp) box polypeptide 18
8887	imputed	TAX1BP1	protein-coding	Tax1 (human T-cell leukemia virus type I) binding protein 1
8888	imputed	MCM3AP	protein-coding	minichromosome maintenance complex component 3 associated protein
8890	imputed	EIF2B4	protein-coding	eukaryotic translation initiation factor 2B, subunit 4 delta, 67kDa
8891	imputed	EIF2B3	protein-coding	eukaryotic translation initiation factor 2B, subunit 3 gamma, 58kDa
8892	imputed	EIF2B2	protein-coding	eukaryotic translation initiation factor 2B, subunit 2 beta, 39kDa
8893	imputed	EIF2B5	protein-coding	eukaryotic translation initiation factor 2B, subunit 5 epsilon, 82kDa
8894	imputed	EIF2S2	protein-coding	eukaryotic translation initiation factor 2, subunit 2 beta, 38kDa
8895	measured	CPNE3	protein-coding	copine III
8896	imputed	BUD31	protein-coding	BUD31 homolog (S. cerevisiae)
8897	imputed	MTMR3	protein-coding	myotubularin related protein 3
8898	imputed	MTMR2	protein-coding	myotubularin related protein 2
8899	imputed	PRPF4B	protein-coding	pre-mRNA processing factor 4B
890	measured	CCNA2	protein-coding	cyclin A2
8900	measured	CCNA1	protein-coding	cyclin A1
8904	imputed	CPNE1	protein-coding	copine I
8905	imputed	AP1S2	protein-coding	adaptor-related protein complex 1, sigma 2 subunit
8906	imputed	AP1G2	protein-coding	adaptor-related protein complex 1, gamma 2 subunit
8908	imputed	GYG2	protein-coding	glycogenin 2
891	measured	CCNB1	protein-coding	cyclin B1
8910	imputed	SGCE	protein-coding	sarcoglycan, epsilon
8914	measured	TIMELESS	protein-coding	timeless circadian clock
8915	imputed	BCL10	protein-coding	B-cell CLL/lymphoma 10
892	imputed	CCNC	protein-coding	cyclin C
8924	imputed	HERC2	protein-coding	HECT and RLD domain containing E3 ubiquitin protein ligase 2
8925	imputed	HERC1	protein-coding	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1
8930	imputed	MBD4	protein-coding	methyl-CpG binding domain protein 4
8932	imputed	MBD2	protein-coding	methyl-CpG binding domain protein 2
8933	imputed	FAM127A	protein-coding	family with sequence similarity 127, member A
8934	imputed	RAB29	protein-coding	RAB29, member RAS oncogene family
8935	imputed	SKAP2	protein-coding	src kinase associated phosphoprotein 2
8936	imputed	WASF1	protein-coding	WAS protein family, member 1
8939	imputed	FUBP3	protein-coding	far upstream element (FUSE) binding protein 3
8942	imputed	KYNU	protein-coding	kynureninase
8943	imputed	AP3D1	protein-coding	adaptor-related protein complex 3, delta 1 subunit
896	measured	CCND3	protein-coding	cyclin D3
8971	imputed	H1FX	protein-coding	H1 histone family, member X
8972	imputed	MGAM	protein-coding	maltase-glucoamylase
8974	measured	P4HA2	protein-coding	prolyl 4-hydroxylase, alpha polypeptide II
8975	imputed	USP13	protein-coding	ubiquitin specific peptidase 13 (isopeptidase T-3)
8976	imputed	WASL	protein-coding	Wiskott-Aldrich syndrome-like
89795	imputed	NAV3	protein-coding	neuron navigator 3
89797	imputed	NAV2	protein-coding	neuron navigator 2
898	imputed	CCNE1	protein-coding	cyclin E1
89845	imputed	ABCC10	protein-coding	ATP-binding cassette, sub-family C (CFTR/MRP), member 10
8985	measured	PLOD3	protein-coding	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3
89853	imputed	MVB12B	protein-coding	multivesicular body subunit 12B
8986	imputed	RPS6KA4	protein-coding	ribosomal protein S6 kinase, 90kDa, polypeptide 4
899	measured	CCNF	protein-coding	cyclin F
8991	imputed	SELENBP1	protein-coding	selenium binding protein 1
89910	measured	UBE3B	protein-coding	ubiquitin protein ligase E3B
8992	imputed	ATP6V0E1	protein-coding	ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e1
89927	imputed	C16orf45	protein-coding	chromosome 16 open reading frame 45
8994	imputed	LIMD1	protein-coding	LIM domains containing 1
89941	imputed	RHOT2	protein-coding	ras homolog family member T2
89944	imputed	GLB1L2	protein-coding	galactosidase, beta 1-like 2
8996	measured	NOL3	protein-coding	nucleolar protein 3 (apoptosis repressor with CARD domain)
9	imputed	NAT1	protein-coding	N-acetyltransferase 1 (arylamine N-acetyltransferase)
90	imputed	ACVR1	protein-coding	activin A receptor, type I
900	imputed	CCNG1	protein-coding	cyclin G1
901	imputed	CCNG2	protein-coding	cyclin G2
90121	imputed	TSR2	protein-coding	TSR2, 20S rRNA accumulation, homolog (S. cerevisiae)
90141	imputed	EFCAB11	protein-coding	EF-hand calcium binding domain 11
9016	measured	SLC25A14	protein-coding	solute carrier family 25 (mitochondrial carrier, brain), member 14
9019	measured	MPZL1	protein-coding	myelin protein zero-like 1
902	measured	CCNH	protein-coding	cyclin H
9020	imputed	MAP3K14	protein-coding	mitogen-activated protein kinase kinase kinase 14
9021	imputed	SOCS3	protein-coding	suppressor of cytokine signaling 3
9022	imputed	CLIC3	protein-coding	chloride intracellular channel 3
9023	imputed	CH25H	protein-coding	cholesterol 25-hydroxylase
9025	imputed	RNF8	protein-coding	ring finger protein 8, E3 ubiquitin protein ligase
9026	imputed	HIP1R	protein-coding	huntingtin interacting protein 1 related
9031	imputed	BAZ1B	protein-coding	bromodomain adjacent to zinc finger domain, 1B
90333	imputed	ZNF468	protein-coding	zinc finger protein 468
90338	imputed	ZNF160	protein-coding	zinc finger protein 160
90355	imputed	C5orf30	protein-coding	chromosome 5 open reading frame 30
9037	imputed	SEMA5A	protein-coding	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A
90379	imputed	DCAF15	protein-coding	DDB1 and CUL4 associated factor 15
9039	imputed	UBA3	protein-coding	ubiquitin-like modifier activating enzyme 3
904	imputed	CCNT1	protein-coding	cyclin T1
9040	imputed	UBE2M	protein-coding	ubiquitin-conjugating enzyme E2M
90410	imputed	IFT20	protein-coding	intraflagellar transport 20
90411	imputed	MCFD2	protein-coding	multiple coagulation factor deficiency 2
9043	imputed	SPAG9	protein-coding	sperm associated antigen 9
9044	imputed	BTAF1	protein-coding	BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, 170kDa
9045	imputed	RPL14	protein-coding	ribosomal protein L14
90480	imputed	GADD45GIP1	protein-coding	growth arrest and DNA-damage-inducible, gamma interacting protein 1
9049	imputed	AIP	protein-coding	aryl hydrocarbon receptor interacting protein
905	imputed	CCNT2	protein-coding	cyclin T2
9052	imputed	GPRC5A	protein-coding	G protein-coupled receptor, class C, group 5, member A
9053	measured	MAP7	protein-coding	microtubule-associated protein 7
9054	imputed	NFS1	protein-coding	NFS1 cysteine desulfurase
9055	imputed	PRC1	protein-coding	protein regulator of cytokinesis 1
9056	imputed	SLC7A7	protein-coding	solute carrier family 7 (amino acid transporter light chain, y+L system), member 7
9057	imputed	SLC7A6	protein-coding	solute carrier family 7 (amino acid transporter light chain, y+L system), member 6
9060	imputed	PAPSS2	protein-coding	3'-phosphoadenosine 5'-phosphosulfate synthase 2
9061	imputed	PAPSS1	protein-coding	3'-phosphoadenosine 5'-phosphosulfate synthase 1
90627	imputed	STARD13	protein-coding	StAR-related lipid transfer (START) domain containing 13
9063	imputed	PIAS2	protein-coding	protein inhibitor of activated STAT, 2
9064	imputed	MAP3K6	protein-coding	mitogen-activated protein kinase kinase kinase 6
9070	imputed	ASH2L	protein-coding	ash2 (absent, small, or homeotic)-like (Drosophila)
9071	imputed	CLDN10	protein-coding	claudin 10
9076	imputed	CLDN1	protein-coding	claudin 1
9077	imputed	DIRAS3	protein-coding	DIRAS family, GTP-binding RAS-like 3
908	imputed	CCT6A	protein-coding	chaperonin containing TCP1, subunit 6A (zeta 1)
90806	imputed	ANGEL2	protein-coding	angel homolog 2 (Drosophila)
9086	imputed	EIF1AY	protein-coding	eukaryotic translation initiation factor 1A, Y-linked
90861	measured	HN1L	protein-coding	hematological and neurological expressed 1-like
90864	imputed	SPSB3	protein-coding	splA/ryanodine receptor domain and SOCS box containing 3
9088	imputed	PKMYT1	protein-coding	protein kinase, membrane associated tyrosine/threonine 1
9091	imputed	PIGQ	protein-coding	phosphatidylinositol glycan anchor biosynthesis, class Q
9092	imputed	SART1	protein-coding	squamous cell carcinoma antigen recognized by T cells
9093	measured	DNAJA3	protein-coding	DnaJ (Hsp40) homolog, subfamily A, member 3
9094	imputed	UNC119	protein-coding	unc-119 homolog (C. elegans)
90956	imputed	ADCK2	protein-coding	aarF domain containing kinase 2
9097	measured	USP14	protein-coding	ubiquitin specific peptidase 14 (tRNA-guanine transglycosylase)
9098	imputed	USP6	protein-coding	ubiquitin specific peptidase 6
90993	imputed	CREB3L1	protein-coding	cAMP responsive element binding protein 3-like 1
91	imputed	ACVR1B	protein-coding	activin A receptor, type IB
9100	imputed	USP10	protein-coding	ubiquitin specific peptidase 10
9101	imputed	USP8	protein-coding	ubiquitin specific peptidase 8
9107	imputed	MTMR6	protein-coding	myotubularin related protein 6
9110	imputed	MTMR4	protein-coding	myotubularin related protein 4
9111	imputed	NMI	protein-coding	N-myc (and STAT) interactor
9112	measured	MTA1	protein-coding	metastasis associated 1
91137	measured	SLC25A46	protein-coding	solute carrier family 25, member 46
9114	imputed	ATP6V0D1	protein-coding	ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d1
9120	imputed	SLC16A6	protein-coding	solute carrier family 16, member 6
9121	imputed	SLC16A5	protein-coding	solute carrier family 16 (monocarboxylate transporter), member 5
9122	imputed	SLC16A4	protein-coding	solute carrier family 16, member 4
9123	imputed	SLC16A3	protein-coding	solute carrier family 16 (monocarboxylate transporter), member 3
9124	measured	PDLIM1	protein-coding	PDZ and LIM domain 1
9125	imputed	RQCD1	protein-coding	RCD1 required for cell differentiation1 homolog (S. pombe)
9126	measured	SMC3	protein-coding	structural maintenance of chromosomes 3
9128	measured	PRPF4	protein-coding	pre-mRNA processing factor 4
91289	imputed	LMF2	protein-coding	lipase maturation factor 2
9129	imputed	PRPF3	protein-coding	pre-mRNA processing factor 3
91298	imputed	C12orf29	protein-coding	chromosome 12 open reading frame 29
9130	imputed	FAM50A	protein-coding	family with sequence similarity 50, member A
91300	imputed	R3HDM4	protein-coding	R3H domain containing 4
9131	imputed	AIFM1	protein-coding	apoptosis-inducing factor, mitochondrion-associated, 1
9133	measured	CCNB2	protein-coding	cyclin B2
9134	measured	CCNE2	protein-coding	cyclin E2
91355	imputed	LRP5L	protein-coding	low density lipoprotein receptor-related protein 5-like
9136	imputed	RRP9	protein-coding	ribosomal RNA processing 9, small subunit (SSU) processome component, homolog (yeast)
91369	imputed	ANKRD40	protein-coding	ankyrin repeat domain 40
91373	imputed	UAP1L1	protein-coding	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1
9138	imputed	ARHGEF1	protein-coding	Rho guanine nucleotide exchange factor (GEF) 1
9140	imputed	ATG12	protein-coding	autophagy related 12
9141	imputed	PDCD5	protein-coding	programmed cell death 5
9143	measured	SYNGR3	protein-coding	synaptogyrin 3
9144	imputed	SYNGR2	protein-coding	synaptogyrin 2
9145	imputed	SYNGR1	protein-coding	synaptogyrin 1
9146	imputed	HGS	protein-coding	hepatocyte growth factor-regulated tyrosine kinase substrate
9147	imputed	NEMF	protein-coding	nuclear export mediator factor
9150	imputed	CTDP1	protein-coding	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) phosphatase, subunit 1
91543	imputed	RSAD2	protein-coding	radical S-adenosyl methionine domain containing 2
9156	imputed	EXO1	protein-coding	exonuclease 1
9158	imputed	FIBP	protein-coding	fibroblast growth factor (acidic) intracellular binding protein
9159	imputed	PCSK7	protein-coding	proprotein convertase subtilisin/kexin type 7
9166	imputed	EBAG9	protein-coding	estrogen receptor binding site associated, antigen, 9
9167	imputed	COX7A2L	protein-coding	cytochrome c oxidase subunit VIIa polypeptide 2 like
9168	imputed	TMSB10	protein-coding	thymosin beta 10
9169	imputed	SCAF11	protein-coding	SR-related CTD-associated factor 11
9170	measured	LPAR2	protein-coding	lysophosphatidic acid receptor 2
91746	imputed	YTHDC1	protein-coding	YTH domain containing 1
91754	imputed	NEK9	protein-coding	NIMA-related kinase 9
91775	imputed	NXPE3	protein-coding	neurexophilin and PC-esterase domain family, member 3
91782	imputed	CHMP7	protein-coding	charged multivesicular body protein 7
9180	imputed	OSMR	protein-coding	oncostatin M receptor
9181	measured	ARHGEF2	protein-coding	Rho/Rac guanine nucleotide exchange factor (GEF) 2
9183	measured	ZW10	protein-coding	zw10 kinetochore protein
9184	imputed	BUB3	protein-coding	BUB3 mitotic checkpoint protein
9185	imputed	REPS2	protein-coding	RALBP1 associated Eps domain containing 2
91851	imputed	CHRDL1	protein-coding	chordin-like 1
91860	imputed	CALML4	protein-coding	calmodulin-like 4
9187	imputed	SLC24A1	protein-coding	solute carrier family 24 (sodium/potassium/calcium exchanger), member 1
9188	imputed	DDX21	protein-coding	DEAD (Asp-Glu-Ala-Asp) box helicase 21
9189	imputed	ZBED1	protein-coding	zinc finger, BED-type containing 1
9191	imputed	DEDD	protein-coding	death effector domain containing
9194	imputed	SLC16A7	protein-coding	solute carrier family 16 (monocarboxylate transporter), member 7
91949	measured	COG7	protein-coding	component of oligomeric golgi complex 7
